Address,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Street number,Street,Postal code,City,Country,Region,Department,Department number
Kishoreganj,"2 found, use single geocode.","Kishoreganj, Bangladesh",24.4331227,90.7865655,"locality, political",APPROXIMATE,,,,Kishoreganj,Bangladesh,Mymensingh Division,Kishoreganj District,Kishoreganj District
Nilphamari-S,"2 found, use single geocode.","Nilphamari, Bangladesh",25.9362732,88.8407037,"locality, political",APPROXIMATE,,,,Nilphamari,Bangladesh,Rangpur Division,Nilphamari District,Nilphamari District
Sayedpur,Ok,"Saidpur, Bangladesh",25.7829542,88.8982666,"locality, political",APPROXIMATE,,,,Saidpur,Bangladesh,Rangpur Division,Nilphamari District,Nilphamari District
Atwari,"2 found, use single geocode.","Atwari, Bangladesh",26.2365175,88.4137279,"locality, political",APPROXIMATE,,,,Atwari,Bangladesh,Rangpur Division,Panchagarh District,Panchagarh District
Boda,"Ok, partial match","Boda Upazila, Bangladesh",26.20051698,88.5582417,"locality, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Panchagarh District,Panchagarh District
Debiganj,"2 found, use single geocode.","Debiganj, Bangladesh",26.1246793,88.7542102,"locality, political",APPROXIMATE,,,,Debiganj,Bangladesh,Rangpur Division,Panchagarh District,Panchagarh District
Panchagarh-S,"2 found, use single geocode.","Panchagarh, Bangladesh",26.335376,88.551698,"locality, political",APPROXIMATE,,,,Panchagarh,Bangladesh,Rangpur Division,Panchagarh District,Panchagarh District
Tetulia,"2 found, use single geocode.","Tetulia, Bangladesh",26.4820491,88.350376,"locality, political",APPROXIMATE,,,,Tetulia,Bangladesh,Rangpur Division,Panchagarh District,Panchagarh District
Badarganj,Ok,"Badarganj, Bangladesh",25.6539681,89.0704766,"locality, political",APPROXIMATE,,,,Badarganj,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Gangachara,"2 found, use single geocode.","Gangachara, Bangladesh",25.8560233,89.2229471,"locality, political",APPROXIMATE,,,,Gangachara,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Kaunia,Ok,"Kaunia, Bangladesh",25.7741665,89.4316601,"locality, political",APPROXIMATE,,,,Kaunia,Bangladesh,Rangpur Division,Lalmonirhat District,Lalmonirhat District
Mithapukur,"2 found, use single geocode.","Mithapukur, Durgapur, Bangladesh",25.5722678,89.2799763,"political, sublocality, sublocality_level_1",APPROXIMATE,,,,Durgapur,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Pirgacha,Ok,"Pirgachha Upazila, Bangladesh",25.657772,89.4055588,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Pirganj,Ok,"Pirganj, Bangladesh",25.4362185,89.3132061,"locality, political",APPROXIMATE,,,,Pirganj,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Rangpur-S,Ok,"Rangpur, Bangladesh",25.7438916,89.275227,"locality, political",APPROXIMATE,,,,Rangpur,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Taraganj,Ok,"Taraganj Upazila, Bangladesh",25.8079777,89.0355579,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Baliadangi,"2 found, use single geocode.","Baliadangi, Bangladesh",26.0902338,88.2753144,"locality, political",APPROXIMATE,,,,Baliadangi,Bangladesh,Rangpur Division,Thakurgaon District,Thakurgaon District
Haripur,"2 found, use single geocode.","Haripur Upazila,Bangladesh",25.8444056,88.12315409,"locality, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Thakurgaon District,Thakurgaon District
Pirganj,Ok,"Pirganj, Bangladesh",25.4362185,89.3132061,"locality, political",APPROXIMATE,,,,Pirganj,Bangladesh,Rangpur Division,Rangpur District,Rangpur District
Ranisankail,Ok,"Ranisankail, Bangladesh",25.8920465,88.2582857,"locality, political",APPROXIMATE,,,,Ranisankail,Bangladesh,Rangpur Division,Thakurgaon District,Thakurgaon District
Thakurgaon-S,"3 found, use single geocode.","Thakurgaon, Bangladesh",26.0273645,88.4646107,"locality, political",APPROXIMATE,,,,Thakurgaon,Bangladesh,Rangpur Division,Thakurgaon District,Thakurgaon District
Azmiriganj,"Ok, partial match","Ajmiriganj, Bangladesh",24.5489217,91.2361706,"locality, political",APPROXIMATE,,,,Ajmiriganj,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Bahubal,Ok,"Bahubal, Bangladesh",24.3412478,91.5378109,"locality, political",APPROXIMATE,,,,Bahubal,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Baniachong,Ok,"Baniachong, Bangladesh",24.5063217,91.3565692,"locality, political",APPROXIMATE,,,,Baniachong,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Chunarughat,"2 found, use single geocode.","Chunarughat, Bangladesh",24.1973581,91.5172315,"locality, political",APPROXIMATE,,,,Chunarughat,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Habiganj-S,Ok,"Habiganj, Bangladesh",24.3840055,91.4168974,"locality, political",APPROXIMATE,,,,Habiganj,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Lakhai,Ok,"Lakhai Upazila, Bangladesh",24.3106095,91.3023677,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Madhabpur,"2 found, use single geocode.","Madhabpur, Bangladesh",24.0998223,91.2963269,"locality, political",APPROXIMATE,,,,Madhabpur,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Nabiganj,Ok,"Nabiganj, Bangladesh",24.567188,91.5136009,"locality, political",APPROXIMATE,,,,Nabiganj,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Sayestaganj,Ok,"Shaistaganj, Bangladesh",24.2766967,91.4555525,"locality, political",APPROXIMATE,,,,Shaistaganj,Bangladesh,Sylhet Division,Habiganj District,Habiganj District
Barlekha,"2 found, use single geocode.","Barlekha, Bangladesh",24.707272,92.1917018,"locality, political",APPROXIMATE,,,,Barlekha,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Juri,Ok,"Juri Upazila, Bangladesh",24.61481453,91.941977,"locality, political",APPROXIMATE,,,,Juri,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Kamalganj,"3 found, use single geocode.","Kamalganj Upazila,Bangladesh",24.37011939,91.86100501,"locality, political",APPROXIMATE,,,,Kamalganj,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Kulaura,Ok,"Kulaura, Bangladesh",24.5254644,92.0346665,"locality, political",APPROXIMATE,,,,Kulaura,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Moulvibazar-S,"2 found, use single geocode.","Moulvibazar, Bangladesh",24.4842661,91.768487,"locality, political",APPROXIMATE,,,,Moulvibazar,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Rajnagar,"3 found, use single geocode.","Rajnagar Upazila, Bangladesh",24.53162062,86.1606733,"locality, political",APPROXIMATE,,,,Rajnagar,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Sreemangal,"2 found, use single geocode.","Sreemangal, Bangladesh",24.3065193,91.7295503,"locality, political",APPROXIMATE,,,,Sreemangal,Bangladesh,Sylhet Division,Moulvi Bazar District,Moulvi Bazar District
Biswamvarpur,"Ok, partial match","Bishwamvarpur, Bangladesh",25.0987573,91.299939,"locality, political",APPROXIMATE,,,,Bishwamvarpur,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Chhatak,Ok,"Chhatak Upazila,Bangladesh",25.0417163,91.66643434,"locality, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Dakhin Sunamganj,"Ok, partial match","Dakshin Sunamganj Upazila, Bangladesh",24.9149748,91.4580948,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Derai,"2 found, use single geocode.","Derai Upazila, Bangladesh",24.7880558,91.3541756,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Dharmapasha,Ok,"Dharmapasha, Bangladesh",24.8993243,91.0119509,"locality, political",APPROXIMATE,,,,Dharmapasha,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Doarabazar,"2 found, use single geocode.","Dowarabazar Upazila, Bangladesh",25.0482866,91.5588062,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Jagannathpur,"3 found, use single geocode.","Jagannathpur, Bangladesh",24.7716637,91.5450766,"locality, political",APPROXIMATE,,,,Jagannathpur,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Jamalganj,"2 found, use single geocode.","Jamalganj, Bangladesh",24.9970242,91.2337661,"locality, political",APPROXIMATE,,,,Jamalganj,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Sullah,Ok,"Sullah Upazila, Bangladesh",24.67106106,91.26235483,"locality, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Sunamganj-S,Ok,"Sunamganj Sadar Upazila, Bangladesh",25.0668415,91.4073202,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Tahirpur,"2 found, use single geocode.","Tahirpur, Bangladesh",25.0990489,91.1755002,"locality, political",APPROXIMATE,,,,Tahirpur,Bangladesh,Sylhet Division,Sunamganj District,Sunamganj District
Balaganj,"3 found, use single geocode.","Balaganj Upazila, Bangladesh",24.66137764,91.81765232,"locality, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Beanibazar,Ok,"Beanibazar, Bangladesh",24.8219613,92.1585314,"locality, political",APPROXIMATE,,,,Beanibazar,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Bishwanath,"2 found, use single geocode.","Bishwanath Upazila, Bangladesh",24.81712833,91.75672024,"locality, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Companiganj,"2 found, use single geocode.","Companiganj Upazila, Bangladesh",25.08811333,91.7547687,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Dakshin Surma,Ok,"Dakshin Surma Upazila, Bangladesh",24.8149694,91.9051478,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Fenchuganj,"2 found, use single geocode.","Fenchuganj, Bangladesh",24.69583,91.944132,"locality, political",APPROXIMATE,,,,Fenchuganj,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Golapganj,Ok,"Golapganj, Bangladesh",24.8580629,92.0150758,"locality, political",APPROXIMATE,,,,Golapganj,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Gowainghat,"2 found, use single geocode.","Gowainghat Upazila, Bangladesh",25.0910204,91.9823324,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Jaintiapur,Ok,"Jaintiapur Upazila, Bangladesh",25.13526894,92.12277387,"locality, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Kanaighat,Ok,"Kanaighat, Bangladesh",25.0088198,92.2556543,"locality, political",APPROXIMATE,,,,Kanaighat,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Osmaninagar,Ok,"Osmaninagar, Bangladesh",24.7190186,91.7465808,"locality, political",APPROXIMATE,,,,Osmaninagar,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Sylhet-S,Ok,"Sylhet Sadar Upazila, Bangladesh",24.8950536,91.8688172,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Zakiganj,Ok,"Zakiganj, Bangladesh",24.8781208,92.3677887,"locality, political",APPROXIMATE,,,,Zakiganj,Bangladesh,Sylhet Division,Sylhet District,Sylhet District
Eidgaon,Ok,"Eidgaon, Bangladesh",21.5527001,92.0683581,"locality, political",APPROXIMATE,,,,Eidgaon,Bangladesh,Chittagong Division,Cox's Bazar District,Cox's Bazar District
Modhyanagar,Ok,"Madhyanagar, Bangladesh",23.9406869,90.8877756,"locality, political",APPROXIMATE,,,,Madhyanagar,Bangladesh,Dhaka Division,Narsingdi District,Narsingdi District
Dashar,OK,"Madaripur, Bangladesh",23.07858467,90.14478711,"locality, political",APPROXIMATE,,,,Madaripur,Bangladesh,Dhaka Division,Madaripur District,Madaripur District
