
ID      Weight    Value     
86842   64        278       
86847   148       958       
86854   49        967       
86889   48        755       
86906   98        672       
86910   83        412       
86921   57        834       
86924   31        685       
86927   179       829       
86932   101       427       
86936   96        720       
86938   4         312       
86960   85        572       
86963   215       951       
86965   42        683       
86967   33        661       
86968   150       829       
86970   54        987       
86971   70        550       
86978   29        275       
86980   73        899       
86985   67        461       
86987   10        291       
87014   104       915       
87018   13        893       
87024   120       673       
87031   53        465       
87057   25        591       
87058   11        538       
87063   142       619       
87071   38        345       
87080   125       634       
87106   44        869       
87110   36        325       
87116   219       973       
87132   29        226       
87147   203       961       
87160   20        215       
87165   135       578       
87170   25        445       
87185   105       948       
87193   24        828       
87195   124       679       
87202   41        939       
87208   115       501       
87219   57        486       
87226   46        454       
87238   142       959       
87240   110       581       
87242   34        445       
87247   33        348       
87253   77        875       
87254   40        996       
87260   37        162       
87262   207       914       
87267   112       994       
87273   74        832       
87283   15        826       
87299   121       518       
87303   201       926       
87316   59        963       
87335   96        591       
87348   146       934       
87353   149       841       
87354   105       949       
87368   132       857       
87375   29        473       
87388   79        941       
87399   51        626       
87400   213       943       
87405   3         616       
87414   185       854       
87425   40        880       
87433   75        615       
87453   49        866       
87459   59        674       
87461   45        210       
87464   45        252       
87470   184       923       
87474   192       873       
87478   121       521       
87479   10        517       
87481   67        408       
87490   131       768       
87499   6         728       
87511   93        916       
87520   85        861       
87536   214       956       
87547   6         643       
87550   168       762       
87552   69        356       
87555   161       833       
87566   20        100       
87599   219       992       
87603   160       753       
87613   68        864       
87617   156       793       
87618   83        667       
87626   35        815       
87632   66        473       
87636   197       873       
87639   114       612       
87646   25        936       
87656   21        946       
87657   80        762       
87660   64        777       
87678   36        446       
87686   18        308       
87691   173       885       
87700   22        371       
87717   81        446       
87733   8         368       
87754   145       978       
87756   195       990       
87757   72        301       
87760   154       732       
87762   122       698       
87779   144       679       
87785   5         436       
87791   198       843       
87805   47        799       
87826   57        937       
87839   181       924       
87840   178       902       
87844   124       593       
87859   197       944       
87865   194       943       
87869   6         475       
87876   10        858       
87878   119       615       
87884   28        244       
87887   64        553       
87889   115       662       
87894   32        484       
87935   181       777       
87977   149       950       
87980   73        328       
87983   116       621       
87991   202       945       
87996   2         485       
88017   41        463       
88027   186       840       
88047   18        192       
88052   44        620       
88054   109       790       
88058   135       909       
88060   12        627       
88063   111       673       
88065   153       686       
88071   6         789       
88073   182       836       
88114   79        658       
88125   182       985       
88137   239       998       
88147   37        980       
88179   58        559       
88180   68        924       
88182   98        619       
88201   141       845       
88203   9         551       
88214   47        407       
88218   94        843       
88219   23        983       
88230   18        959       
88231   34        851       
88234   63        344       
88235   143       776       
88239   16        557       
88242   198       859       
88249   193       907       
88251   35        231       
88262   49        312       
88300   5         788       
88307   13        125       
88308   93        477       
88309   126       636       
88310   88        971       
88312   42        761       
88313   31        299       
88315   4         961       
88333   47        502       
88334   156       697       
88336   122       757       
88364   85        780       
88369   78        345       
88394   125       811       
88401   1         179       
88404   54        678       
88413   35        193       
88414   138       1000      
88421   75        752       
88436   63        725       
88443   179       853       
88444   153       974       
88448   168       879       
88459   50        819       
88460   24        192       
88480   91        879       
88494   38        805       
88496   35        355       
88499   17        669       
88514   74        973       
88518   39        972       
88525   134       832       
88526   2         902       
88531   76        482       
88533   121       670       
88547   6         763       
88554   158       985       
88557   134       674       
88558   145       668       
88584   19        201       
88585   44        730       
88604   11        576       
88611   46        361       
88613   182       968       
88615   116       518       
88616   86        993       
88617   27        237       
88633   119       543       
88648   29        827       
88678   62        965       
88690   40        918       
88697   129       878       
88707   137       601       
88708   79        857       
88713   192       842       
88719   75        424       
88729   3         335       
88730   161       791       
88733   108       745       
88743   140       600       
88758   7         574       
88760   67        885       
88771   145       740       
88796   149       816       
88799   19        403       
88804   29        970       
88805   2         157       
88806   4         476       
88823   33        535       
88825   32        636       
88832   11        369       
88834   58        770       
88838   74        762       
88841   68        446       
88853   75        388       
88854   12        180       
88863   84        654       
88866   25        571       
88869   78        832       
88871   118       577       
88874   77        646       
88880   188       947       
88888   190       992       
88891   8         920       
88901   41        522       
88907   64        833       
88908   209       875       
88922   159       693       
88926   95        897       
88938   72        363       
88954   36        901       
88964   65        391       
88974   35        454       
88979   10        188       
88984   175       726       
88993   7         63        
89018   5         512       
89021   23        817       
89025   26        497       
89033   76        871       
89039   211       943       
89072   124       570       
89073   102       726       
89080   28        911       
89086   190       862       
89092   145       992       
89094   15        438       
89097   23        464       
89102   82        346       
89104   28        136       
89105   109       988       
89120   232       966       
89123   31        881       
89125   201       969       
89140   140       837       
89141   19        89        
89143   37        807       
89148   137       663       
89154   73        745       
89157   5         35        
89158   72        393       
89168   102       925       
89170   22        196       
89171   90        954       
89178   63        946       
89185   88        577       
89186   23        529       
89198   145       608       
89200   83        400       
89203   70        903       
89220   199       817       
89227   41        375       
89235   35        892       
89248   190       881       
89251   126       827       
89255   22        760       
89259   17        293       
89263   190       805       
89266   78        869       
89267   123       732       
89272   85        376       
89283   41        911       
89290   45        308       
89291   161       946       
89292   91        532       
89299   41        1000      
89301   170       898       
89307   110       701       
89335   30        628       
89337   60        842       
89348   33        895       
89358   69        838       
89361   128       665       
89371   86        433       
89377   213       994       
89380   71        385       
89385   101       793       
89398   14        304       
89404   166       942       
89408   139       947       
89411   91        407       
89415   75        923       
89418   149       765       
89420   58        821       
89432   179       849       
89436   17        822       
89448   123       900       
89449   26        440       
89453   13        899       
89460   82        923       
89464   16        974       
89484   16        78        
89488   106       876       
89495   86        516       
89505   54        793       
89516   52        825       
89518   68        958       
89527   19        109       
89530   214       881       
89535   15        416       
89537   144       791       
89543   6         963       
89547   128       921       
89548   28        990       
89549   44        714       
89550   46        410       
89552   107       624       
89556   177       982       
89559   8         446       
89566   101       860       
89581   29        886       
89587   158       773       
89593   49        788       
89602   194       969       
89611   2         960       
89614   149       824       
89620   68        497       
89628   63        421       
89629   137       563       
89641   26        579       
89649   26        490       
89657   74        877       
89660   131       765       
89666   37        584       
89670   24        900       
89672   40        646       
89691   37        761       
89698   146       691       
89704   40        825       
89706   51        914       
89717   127       920       
89728   217       895       
89732   47        708       
89733   29        710       
89737   93        575       
89740   92        388       
89754   54        893       
89761   63        414       
89776   205       842       
89778   42        905       
89780   106       524       
89795   152       663       
89802   50        303       
89820   180       979       
89822   30        567       
89830   109       682       
89849   33        818       
89854   43        434       
89866   35        860       
89868   57        928       
89875   55        786       
89893   93        917       
89896   10        371       
89897   2         812       
89899   23        974       
89903   97        525       
89907   61        298       
89926   164       690       
89928   40        864       
89934   19        778       
89973   13        411       
89976   99        618       
89989   191       869       
89995   148       814       
90012   15        963       
90014   81        661       
90015   206       971       
90028   45        787       
90038   25        910       
90046   137       866       
90053   171       858       
90054   69        883       
90057   31        894       
90058   217       930       
90061   71        805       
90065   33        296       
90066   113       971       
90073   47        729       
90074   159       883       
90075   1         180       
90083   104       956       
90085   154       874       
90087   27        631       
90095   88        673       
90096   30        886       
90108   32        286       
90111   35        841       
90120   60        888       
90125   3         660       
90130   51        968       
90133   58        706       
90153   123       830       
90165   47        452       
90171   16        477       
90183   87        820       
90186   147       857       
90193   62        997       
90195   165       831       
90205   185       862       
90225   118       521       
90237   173       709       
90240   39        298       
90250   60        596       
90275   39        568       
90276   213       898       
90281   68        856       
90293   119       762       
90300   6         829       
90308   108       626       
90311   155       774       
90316   129       736       
90329   102       763       
90332   129       995       
90344   10        353       
90352   91        465       
90363   70        414       
90369   113       520       
90409   86        791       
90411   113       519       
90424   159       944       
90430   99        547       
90436   26        132       
90438   47        379       
90449   32        233       
90450   19        484       
90457   96        895       
90462   13        259       
90463   41        694       
90470   34        157       
90480   177       949       
90487   7         372       
90488   67        566       
90491   118       602       
90492   34        830       
90500   156       874       
90504   210       878       
90524   36        225       
90535   9         45        
90543   71        325       
90563   56        678       
90565   34        924       
90569   49        462       
90579   74        469       
90587   158       817       
90596   14        724       
90597   157       907       
90604   69        843       
90607   37        595       
90614   57        700       
90625   50        731       
90635   61        654       
90639   75        849       
90645   237       987       
90651   122       913       
90653   61        859       
90654   82        487       
90661   146       763       
90675   124       545       
90682   118       649       
90687   16        468       
90711   134       784       
90715   14        641       
90727   50        798       
90748   48        252       
90759   151       992       
90762   110       947       
90772   48        621       
90775   132       836       
90786   63        666       
90814   178       896       
90822   15        335       
90853   34        977       
90867   16        408       
90875   230       947       
90886   157       780       
90893   123       511       
90896   104       708       
90903   41        423       
90909   29        864       
90916   154       895       
90925   23        741       
90928   10        262       
90949   164       691       
90959   205       970       
90961   13        292       
90964   167       705       
90975   85        676       
90979   92        426       
90983   59        1000      
90995   137       638       
91012   100       543       
91015   126       556       
91035   100       524       
91044   53        905       
91047   9         763       
91069   131       804       
91072   29        288       
91079   125       761       
91088   171       910       
91096   54        796       
91098   80        939       
91111   82        401       
91116   1         273       
91124   202       923       
91146   19        441       
91154   66        578       
91156   67        899       
91158   29        439       
91161   150       937       
91165   36        564       
91166   121       884       
91173   69        375       
91182   70        542       
91185   195       874       
91186   56        547       
91194   1         381       
91232   194       930       
91254   2         366       
91269   64        588       
91278   27        932       
91280   27        410       
91286   165       838       
91311   97        412       
91312   5         204       
91316   25        287       
91319   121       655       
91323   126       692       
91326   61        861       
91332   180       894       
91333   16        444       
91335   99        840       
91336   35        706       
91344   166       826       
91355   68        319       
91356   74        399       
91382   133       777       
91391   52        947       
91397   89        799       
91399   99        921       
91400   60        259       
91407   50        956       
91408   199       963       
91412   60        600       
91419   68        815       
91423   72        949       
91435   50        507       
91436   14        967       
91445   91        876       
91446   119       624       
91452   38        946       
91481   95        605       
91508   141       606       
91510   97        436       
91520   35        942       
91521   38        906       
91525   159       731       
91526   42        429       
91542   220       959       
91558   124       848       
91562   86        803       
91565   15        880       
91576   32        798       
91579   9         912       
91581   143       712       
91585   46        568       
91587   10        791       
91592   64        406       
91603   17        460       
91611   45        921       
91631   40        204       
91642   91        714       
91643   48        210       
91672   113       537       
91684   82        416       
91686   129       969       
91694   83        708       
91707   75        328       
91709   1         662       
91716   39        760       
91730   78        849       
91748   5         201       
91757   214       907       
91766   76        341       
91772   213       981       
91778   52        797       
91795   41        543       
91814   133       988       
91831   37        234       
91839   174       951       
91841   59        365       
91847   116       514       
91870   52        803       
91874   12        682       
91882   226       949       
91889   157       898       
91892   79        952       
91913   67        856       
91918   102       946       
91919   61        546       
91920   2         338       
91923   70        893       
91924   91        594       
91932   14        265       
91935   12        563       
91942   5         944       
91954   115       554       
91958   45        808       
91970   65        472       
91973   83        970       
91978   88        596       
91992   92        381       
91999   4         993       
92007   35        961       
92008   56        675       
92011   39        585       
92023   45        330       
92025   65        271       
92029   101       484       
92039   150       938       
92044   36        856       
92061   103       574       
92078   91        522       
92092   75        899       
92136   110       567       
92160   90        685       
92180   16        536       
92185   139       794       
92198   96        660       
92201   30        524       
92204   87        721       
92214   64        400       
92222   122       946       
92225   174       918       
92226   103       760       
92230   48        699       
92233   130       782       
92251   45        527       
92259   145       916       
92260   30        879       
92266   41        729       
92273   88        731       
92282   19        993       
92286   141       813       
92295   69        699       
92303   48        288       
92308   38        896       
92312   11        525       
92331   57        980       
92345   1         657       
92349   111       707       
92352   187       772       
92354   59        675       
92358   104       688       
92359   94        545       
92395   23        416       
92398   162       711       
92417   23        248       
92422   47        883       
92423   163       837       
92426   11        352       
92432   48        277       
92435   2         939       
92441   46        762       
92443   50        874       
92445   10        101       
92446   21        265       
92454   98        962       
92462   135       697       
92465   53        406       
92480   30        818       
92481   44        267       
92492   134       791       
92495   89        822       
92511   215       987       
92512   25        654       
92523   67        937       
92545   33        155       
92550   15        596       
92562   14        436       
92566   75        418       
92567   59        766       
92574   49        712       
92579   102       445       
92581   29        743       
92597   98        944       
92622   10        588       
92623   110       893       
92634   135       724       
92636   51        213       
92645   61        945       
92648   40        214       
92651   31        988       
92674   170       834       
92699   22        464       
92703   80        629       
92712   167       961       
92713   96        476       
92741   94        509       
92746   6         756       
92750   14        284       
92751   72        401       
92768   168       970       
92777   125       841       
92778   36        311       
92784   11        340       
92787   150       746       
92788   118       643       
92792   157       716       
92794   26        586       
92797   34        370       
92799   20        553       
92806   70        819       
92807   20        226       
92817   31        766       
92819   68        708       
92839   185       920       
92847   154       685       
92854   49        703       
92887   19        386       
92893   192       884       
92894   3         37        
92899   48        433       
92904   141       797       
92917   143       838       
92922   44        371       
92923   163       716       
92933   57        546       
92941   107       970       
92943   3         341       
92952   41        881       
92974   174       829       
92997   74        841       
93000   183       994       
93003   9         509       
93004   62        308       
93006   134       582       
93014   66        356       
93019   13        758       
93021   80        853       
93024   79        818       
93030   45        653       
93032   16        441       
93040   35        444       
93041   51        302       
93054   30        598       
93069   52        908       
93073   101       965       
93076   15        607       
93084   114       646       
93088   139       994       
93103   45        606       
93138   71        887       
93146   115       868       
93150   167       977       
93153   23        201       
93165   6         34        
93173   8         50        
93182   124       538       
93188   166       941       
93190   37        942       
93191   191       978       
93194   129       635       
93195   111       608       
93206   84        675       
93208   6         457       
93215   60        506       
93220   81        815       
93223   180       846       
93227   54        469       
93236   87        530       
93243   40        843       
93245   22        633       
93248   18        891       
93251   5         248       
93252   154       906       
93257   40        687       
93267   37        483       
93275   166       684       
93288   102       940       
93289   198       884       
93299   5         941       
93305   178       907       
93314   169       811       
93315   28        171       
93328   94        549       
93374   121       752       
93377   129       851       
93386   55        875       
93387   176       725       
93392   84        645       
93409   148       761       
93412   24        187       
93413   203       833       
93426   128       534       
93431   54        996       
93464   37        625       
93465   81        545       
93470   39        879       
93474   187       992       
93481   220       923       
93491   20        686       
93497   142       711       
93501   43        369       
93507   162       948       
93508   45        566       
93514   220       980       
93516   191       846       
93533   109       461       
93546   126       787       
93560   30        713       
93579   109       459       
93589   48        594       
93594   15        155       
93597   209       875       
93612   42        359       
93614   167       805       
93615   185       877       
93640   66        802       
93643   117       943       
93668   98        806       
93681   50        704       
93706   11        705       
93710   19        251       
93711   23        990       
93715   55        896       
93724   39        345       
93731   15        519       
93733   22        644       
93779   219       995       
93792   34        893       
93800   30        752       
93802   147       954       
93813   52        440       
93814   54        727       
93825   79        667       
93844   113       650       
93860   6         941       
93869   130       855       
93870   11        277       
93887   74        361       
93894   87        377       
93904   67        866       
93918   221       957       
93919   49        287       
93924   18        337       
93931   3         623       
93941   4         98        
93961   114       990       
93966   23        585       
93972   98        709       
94002   85        978       
94008   30        320       
94016   140       680       
94017   79        576       
94018   10        41        
94038   126       849       
94046   121       731       
94051   2         484       
94056   138       760       
94057   36        791       
94058   104       922       
94062   72        433       
94068   78        747       
94075   159       952       
94079   29        484       
94081   205       961       
94096   110       839       
94101   142       613       
94105   102       734       
94107   48        295       
94125   140       641       
94131   122       1000      
94150   64        456       
94155   2         484       
94168   7         643       
94172   5         393       
94178   132       727       
94183   10        347       
94187   43        184       
94197   87        702       
94199   48        479       
94213   9         956       
94216   105       832       
94222   44        705       
94223   82        865       
94224   187       863       
94246   14        88        
94247   22        592       
94249   90        544       
94267   41        698       
94268   22        329       
94287   116       931       
94295   158       825       
94318   133       842       
94320   7         46        
94328   13        85        
94335   68        939       
94339   148       812       
94344   124       799       
94345   41        391       
94359   32        352       
94368   23        838       
94373   91        561       
94396   91        858       
94401   37        419       
94407   125       895       
94413   79        485       
94424   63        868       
94433   47        543       
94435   104       462       
94455   97        522       
94470   76        369       
94471   6         296       
94483   147       958       
94489   113       629       
94498   70        983       
94510   1         415       
94516   149       626       
94518   200       936       
94520   24        100       
94521   123       580       
94538   129       778       
94547   74        591       
94548   128       945       
94549   8         257       
94559   210       967       
94566   25        691       
94567   144       845       
94569   145       858       
94591   16        396       
94602   27        793       
94606   57        801       
94611   133       813       
94612   103       561       
94614   139       606       
94618   48        292       
94619   20        297       
94627   37        832       
94642   238       985       
94654   70        920       
94658   40        336       
94665   137       858       
94671   58        339       
94688   42        792       
94695   15        280       
94698   46        230       
94703   123       936       
94708   35        224       
94719   82        546       
94737   29        173       
94739   130       662       
94759   136       980       
94761   95        642       
94779   35        781       
94783   23        242       
94784   21        186       
94786   210       925       
94787   46        209       
94799   103       668       
94802   122       522       
94806   103       474       
94827   20        561       
94831   110       615       
94837   59        356       
94860   27        395       
94864   72        932       
94866   7         811       
94878   39        586       
94879   13        110       
94882   67        987       
94886   17        990       
94889   147       998       
94890   106       563       
94893   179       970       
94909   66        726       
94911   89        408       
94912   11        678       
94916   6         591       
94919   37        552       
94921   200       995       
94923   91        667       
94927   169       718       
94932   116       730       
94936   6         932       
94938   19        632       
94940   139       852       
94945   144       787       
94968   72        828       
94977   49        526       
94980   191       818       
94982   16        296       
94984   124       676       
94986   198       884       
94992   126       639       
94995   239       993       
94996   133       578       
95006   131       540       
95019   30        186       
95024   84        367       
95025   83        569       
95029   84        507       
95032   80        858       
95040   24        782       
95049   60        643       
95052   157       978       
95064   1         684       
95065   83        823       
95078   29        489       
95089   158       832       
95102   68        765       
95104   175       931       
95114   125       721       
95119   62        663       
95120   20        309       
95122   77        618       
95125   17        441       
95129   40        371       
95143   185       981       
95144   114       577       
95154   43        418       
95160   77        427       
95169   21        693       
95170   13        210       
95180   27        669       
95201   102       902       
95222   12        737       
95240   64        754       
95248   86        662       
95265   4         723       
95271   48        700       
95286   184       835       
95289   117       793       
95297   146       969       
95305   95        399       
95314   9         405       
95318   124       814       
95321   162       799       
95339   45        389       
95353   143       900       
95363   16        299       
95382   79        581       
95383   211       889       
95387   38        816       
95398   112       508       
95404   34        285       
95405   72        487       
95410   10        655       
95418   152       755       
95421   24        871       
95437   14        59        
95443   27        857       
95445   22        174       
95457   4         590       
95462   13        323       
95464   117       628       
95492   138       769       
95495   93        439       
95497   54        841       
95503   140       983       
95507   141       665       
95511   53        240       
95512   17        458       
95514   69        842       
95520   85        611       
95524   10        996       
95525   106       995       
95534   38        647       
95537   85        600       
95542   57        378       
95543   45        375       
95544   43        367       
95545   114       902       
95559   65        298       
95568   109       618       
95570   1         988       
95580   13        785       
95595   134       785       
95604   86        502       
95626   28        538       
95631   81        470       
95632   57        240       
95633   110       647       
95638   33        643       
95640   170       865       
95646   97        769       
95655   107       831       
95659   8         963       
95679   52        214       
95684   166       811       
95692   100       667       
95693   101       644       
95718   56        589       
95721   6         615       
95727   59        941       
95736   67        532       
95738   23        263       
95750   89        730       
95755   85        930       
95773   16        556       
95776   14        97        
95778   37        477       
95782   40        841       
95791   53        578       
95798   41        282       
95806   154       917       
95823   157       987       
95833   20        920       
95841   10        789       
95850   71        719       
95861   182       904       
95866   45        582       
95869   125       819       
95876   71        334       
95885   163       782       
95894   32        488       
95908   198       827       
95912   9         413       
95914   42        505       
95917   30        247       
95921   43        962       
95927   57        477       
95937   192       828       
95938   86        494       
95946   137       582       
95951   3         58        
95954   39        571       
95957   102       431       
95959   7         518       
95961   47        728       
95964   125       781       
95966   16        612       
95996   79        756       
95999   222       971       
96003   42        314       
96011   192       911       
96019   11        98        
96020   162       795       
96027   197       837       
96037   34        729       
96053   92        512       
96063   113       803       
96069   125       832       
96077   44        360       
96089   195       865       
96104   29        222       
96109   65        669       
96121   49        507       
96164   59        707       
96167   91        529       
96168   31        811       
96169   75        634       
96184   6         463       
96190   23        655       
96191   21        341       
96223   120       660       
96228   135       940       
96235   131       774       
96238   29        538       
96246   173       711       
96258   78        625       
96274   141       613       
96275   1         348       
96283   108       775       
96288   153       827       
96303   4         36        
96309   23        196       
96313   199       829       
96326   66        895       
96338   22        296       
96346   116       687       
96361   27        176       
96366   121       787       
96371   102       569       
96375   127       864       
96383   94        722       
96400   170       744       
96407   50        730       
96409   95        708       
96413   2         981       
96420   1         289       
96431   13        508       
96435   84        348       
96443   134       730       
96444   51        917       
96445   156       750       
96450   69        840       
96452   136       704       
96457   3         20        
96460   52        905       
96462   72        468       
96463   4         924       
96465   124       744       
96475   92        984       
96477   50        414       
96492   135       888       
96493   79        553       
96505   208       924       
96510   139       648       
96519   9         545       
96542   90        380       
96563   102       643       
96565   5         687       
96572   151       656       
96573   39        840       
96582   32        843       
96583   56        279       
96597   35        535       
96616   31        705       
96624   165       811       
96640   23        863       
96660   192       993       
96677   112       787       
96678   129       1000      
96686   10        813       
96697   100       515       
96701   36        270       
96702   136       841       
96704   55        277       
96726   108       637       
96741   94        711       
96745   25        715       
96760   53        287       
96761   8         147       
96767   67        885       
96768   76        594       
96772   136       854       
96776   113       692       
96784   1         353       
96786   141       680       
96787   109       628       
96792   41        796       
96795   36        649       
96814   15        414       
96822   22        879       
96827   47        450       
96828   155       833       
96842   44        981       
96853   132       972       
96857   86        900       
96865   21        884       
96869   55        247       
96876   7         713       
96882   78        404       
96885   46        861       
96888   172       989       
96899   20        486       
96914   65        287       
96917   68        362       
96930   93        750       
96933   157       754       
96936   192       891       
96952   52        409       
96954   8         629       
96965   26        561       
96980   11        248       
96985   9         546       
96990   4         483       
97000   2         291       
97006   93        661       
97013   49        939       
97021   22        355       
97023   218       980       
97031   5         37        
97041   78        730       
97042   132       818       
97046   12        939       
97047   58        489       
97062   4         658       
97084   55        1000      
97091   50        727       
97093   189       886       
97097   45        201       
97110   165       839       
97140   79        708       
97141   138       869       
97145   161       841       
97163   72        400       
97194   4         885       
97226   49        572       
97244   114       545       
97245   131       690       
97259   10        623       
97270   147       917       
97271   124       829       
97278   164       747       
97286   29        989       
97288   60        493       
97302   47        810       
97331   1         127       
97341   40        780       
97348   144       867       
97351   20        996       
97372   122       844       
97379   143       976       
97426   200       917       
97428   110       838       
97435   34        437       
97440   8         820       
97442   88        852       
97446   167       912       
97456   17        382       
97469   24        175       
97471   95        719       
97476   111       522       
97478   26        283       
97489   33        664       
97512   115       531       
97513   21        634       
97515   59        354       
97518   100       830       
97550   33        615       
97555   20        759       
97562   20        977       
97566   48        332       
97569   132       991       
97571   102       512       
97572   3         166       
97575   169       954       
97582   45        296       
97588   30        395       
97594   68        606       
97598   15        964       
97599   136       901       
97609   155       959       
97612   35        369       
97638   43        354       
97652   130       742       
97653   117       525       
97658   102       643       
97659   22        572       
97668   93        757       
97674   122       597       
97690   15        360       
97703   21        523       
97713   131       787       
97724   111       726       
97728   143       977       
97740   63        633       
97744   4         960       
97746   58        657       
97776   89        764       
97784   173       940       
97799   101       961       
97804   104       684       
97818   141       924       
97831   11        128       
97840   114       684       
97845   210       879       
97847   7         229       
97871   156       843       
97882   53        567       
97883   151       959       
97885   109       743       
97889   169       932       
97891   54        315       
97893   40        682       
97896   80        980       
97900   9         255       
97901   55        307       
97911   131       926       
97914   25        907       
97930   11        347       
97934   96        442       
97940   84        947       
97955   179       802       
97974   45        599       
97979   9         413       
97993   17        815       
98005   27        195       
98029   22        843       
98032   23        298       
98038   46        516       
98047   156       657       
98077   40        680       
98090   91        519       
98109   65        944       
98116   184       869       
98128   53        872       
98130   28        293       
98144   12        182       
98159   195       971       
98160   169       826       
98162   40        315       
98175   141       879       
98194   94        805       
98218   38        785       
98219   96        601       
98226   31        297       
98229   7         310       
98235   43        582       
98240   38        914       
98262   11        368       
98266   181       756       
98281   54        828       
98294   88        612       
98324   135       942       
98329   82        542       
98332   2         915       
98343   156       809       
98349   106       751       
98359   183       916       
98362   3         985       
98369   150       744       
98374   133       730       
98384   18        643       
98391   70        652       
98409   37        163       
98412   13        61        
98420   24        560       
98422   126       570       
98427   141       622       
98448   108       795       
98467   46        243       
98474   147       653       
98491   4         79        
98494   50        633       
98499   44        590       
98500   228       967       
98515   70        589       
98537   57        458       
98549   69        698       
98560   148       880       
98576   4         416       
98582   215       969       
98589   48        602       
98594   168       800       
98598   11        636       
98603   165       807       
98612   19        330       
98621   56        536       
98642   160       980       
98644   138       740       
98654   84        747       
98667   97        781       
98671   200       986       
98673   31        197       
98685   56        249       
98706   93        524       
98708   198       839       
98709   113       693       
98716   87        512       
98717   17        303       
98725   92        823       
98728   114       863       
98731   66        778       
98737   130       590       
98742   115       674       
98752   127       638       
98755   31        621       
98760   31        221       
98764   46        848       
98774   19        439       
98776   11        460       
98791   32        936       
98794   214       886       
98814   1         14        
98825   42        698       
98836   80        777       
98840   37        794       
98844   34        395       
98855   29        183       
98870   1         572       
98873   112       555       
98875   2         810       
98906   38        817       
98911   28        492       
98929   63        766       
98971   123       939       
98972   13        313       
98977   83        796       
98984   89        688       
98987   35        911       
98989   114       495       
98992   137       964       
98993   8         136       
98995   128       524       
98999   122       942       
99001   37        662       
99016   155       795       
99023   4         150       
99034   25        704       
99037   26        211       
99045   137       616       
99048   80        430       
99052   91        434       
99065   98        892       
99066   78        505       
99080   28        637       
99093   81        620       
99121   84        469       
99138   31        735       
99141   81        817       
99145   37        814       
99148   39        402       
99149   70        602       
99158   12        322       
99172   106       666       
99182   25        975       
99186   91        777       
99197   129       881       
